page_id,date,impressions,clicks,avg_position,content_type,word_count,page_age_days,true_regime
page_0000,2026-06-25,471,18,5.98,guide,1775,854,stable
page_0000,2026-06-26,565,22,5.58,guide,1775,854,stable
page_0000,2026-06-27,685,27,6.24,guide,1775,854,stable
page_0000,2026-06-28,508,26,5.43,guide,1775,854,stable
page_0000,2026-06-29,469,19,4.58,guide,1775,854,stable
page_0001,2026-01-01,1446,29,10.57,landing,1731,1022,declining
page_0001,2026-01-02,1643,37,10.33,landing,1731,1022,declining
page_0001,2026-01-03,1668,33,10.19,landing,1731,1022,declining
page_0001,2026-01-04,1172,26,10.09,landing,1731,1022,declining
page_0001,2026-01-05,988,12,10.33,landing,1731,1022,declining
page_0001,2026-01-06,1443,23,10.85,landing,1731,1022,declining
page_0001,2026-01-07,1492,21,11.12,landing,1731,1022,declining
page_0001,2026-01-08,1219,21,10.97,landing,1731,1022,declining
page_0001,2026-01-09,1143,17,10.51,landing,1731,1022,declining
page_0001,2026-01-10,1505,23,11.54,landing,1731,1022,declining
page_0001,2026-01-11,1582,36,11.47,landing,1731,1022,declining
page_0001,2026-01-12,1609,26,10.96,landing,1731,1022,declining
page_0001,2026-01-13,1338,24,10.69,landing,1731,1022,declining
page_0001,2026-01-14,1220,20,11.43,landing,1731,1022,declining
page_0001,2026-01-15,1213,21,11.25,landing,1731,1022,declining
page_0001,2026-01-16,1441,26,10.29,landing,1731,1022,declining
page_0001,2026-01-17,1403,25,11.15,landing,1731,1022,declining
page_0001,2026-01-18,1222,25,11.37,landing,1731,1022,declining
page_0001,2026-01-19,1613,35,10.7,landing,1731,1022,declining
page_0001,2026-01-20,1496,27,11.38,landing,1731,1022,declining
page_0001,2026-01-21,1419,28,10.42,landing,1731,1022,declining
page_0001,2026-01-22,1181,15,12.12,landing,1731,1022,declining
page_0001,2026-01-23,1551,24,12.1,landing,1731,1022,declining
page_0001,2026-01-24,1531,30,11.22,landing,1731,1022,declining
page_0001,2026-01-25,1433,26,11.62,landing,1731,1022,declining
page_0001,2026-01-26,1455,27,9.98,landing,1731,1022,declining
page_0001,2026-01-27,1296,25,10.76,landing,1731,1022,declining
page_0001,2026-01-28,1329,24,11.31,landing,1731,1022,declining
page_0001,2026-01-29,1397,29,10.87,landing,1731,1022,declining
page_0001,2026-01-30,1430,23,11.96,landing,1731,1022,declining
page_0001,2026-01-31,1092,15,12.76,landing,1731,1022,declining
page_0001,2026-02-01,1342,24,10.88,landing,1731,1022,declining
page_0001,2026-02-02,1153,9,11.11,landing,1731,1022,declining
page_0001,2026-02-03,996,17,11.78,landing,1731,1022,declining
page_0001,2026-02-04,1433,7,12.64,landing,1731,1022,declining
page_0001,2026-02-05,1530,18,10.96,landing,1731,1022,declining
page_0001,2026-02-06,1561,26,11.87,landing,1731,1022,declining
page_0001,2026-02-07,1398,22,12.84,landing,1731,1022,declining
page_0001,2026-02-08,1508,20,10.79,landing,1731,1022,declining
page_0001,2026-02-09,1208,18,11.04,landing,1731,1022,declining
page_0001,2026-02-10,1176,23,11.58,landing,1731,1022,declining
page_0001,2026-02-11,1011,14,11.55,landing,1731,1022,declining
page_0001,2026-02-12,1296,28,12.37,landing,1731,1022,declining
page_0001,2026-02-13,1319,21,12.06,landing,1731,1022,declining
page_0001,2026-02-14,1117,20,10.87,landing,1731,1022,declining
page_0001,2026-02-15,1259,25,12.28,landing,1731,1022,declining
page_0001,2026-02-16,1166,19,11.65,landing,1731,1022,declining
page_0001,2026-02-17,1362,16,12.78,landing,1731,1022,declining
page_0001,2026-02-18,1257,19,11.67,landing,1731,1022,declining
page_0001,2026-02-19,1208,19,11.69,landing,1731,1022,declining
page_0001,2026-02-20,1316,15,12.43,landing,1731,1022,declining
page_0001,2026-02-21,1298,18,12.59,landing,1731,1022,declining
page_0001,2026-02-22,1205,16,12.42,landing,1731,1022,declining
page_0001,2026-02-23,999,20,11.17,landing,1731,1022,declining
page_0001,2026-02-24,1073,16,12.53,landing,1731,1022,declining
page_0001,2026-02-25,1008,15,11.61,landing,1731,1022,declining
page_0001,2026-02-26,1000,15,12.4,landing,1731,1022,declining
page_0001,2026-02-27,1322,23,11.43,landing,1731,1022,declining
page_0001,2026-02-28,1318,21,12.58,landing,1731,1022,declining
page_0001,2026-03-01,945,12,11.86,landing,1731,1022,declining
page_0001,2026-03-02,1102,14,11.6,landing,1731,1022,declining
page_0001,2026-03-03,1192,21,12.82,landing,1731,1022,declining
page_0001,2026-03-04,1215,16,12.57,landing,1731,1022,declining
page_0001,2026-03-05,1287,15,12.08,landing,1731,1022,declining
page_0001,2026-03-06,1219,19,13.35,landing,1731,1022,declining
page_0001,2026-03-07,1102,19,12.24,landing,1731,1022,declining
page_0001,2026-03-08,1020,11,12.55,landing,1731,1022,declining
page_0001,2026-03-09,1134,17,12.72,landing,1731,1022,declining
page_0001,2026-03-10,1084,19,12.21,landing,1731,1022,declining
page_0001,2026-03-11,1212,19,12.89,landing,1731,1022,declining
page_0001,2026-03-12,1263,22,12.32,landing,1731,1022,declining
page_0001,2026-03-13,1162,14,12.42,landing,1731,1022,declining
page_0001,2026-03-14,1015,14,13.51,landing,1731,1022,declining
page_0001,2026-03-15,1097,16,12.09,landing,1731,1022,declining
page_0001,2026-03-16,1088,17,11.3,landing,1731,1022,declining
page_0001,2026-03-17,984,15,13.74,landing,1731,1022,declining
page_0001,2026-03-18,950,16,14.33,landing,1731,1022,declining
page_0001,2026-03-19,1118,21,12.58,landing,1731,1022,declining
page_0001,2026-03-20,1079,21,11.69,landing,1731,1022,declining
page_0001,2026-03-21,1073,15,12.69,landing,1731,1022,declining
page_0001,2026-03-22,1151,18,12.74,landing,1731,1022,declining
page_0001,2026-03-23,981,16,12.82,landing,1731,1022,declining
page_0001,2026-03-24,1009,16,12.29,landing,1731,1022,declining
page_0001,2026-03-25,1025,15,13.34,landing,1731,1022,declining
page_0001,2026-03-26,911,15,13.33,landing,1731,1022,declining
page_0001,2026-03-27,1052,16,12.15,landing,1731,1022,declining
page_0001,2026-03-28,1322,17,13.49,landing,1731,1022,declining
page_0001,2026-03-29,928,11,14.33,landing,1731,1022,declining
page_0001,2026-03-30,747,12,13.23,landing,1731,1022,declining
page_0001,2026-03-31,740,11,12.95,landing,1731,1022,declining
page_0001,2026-04-01,968,15,13.09,landing,1731,1022,declining
page_0001,2026-04-02,1028,15,13.57,landing,1731,1022,declining
page_0001,2026-04-03,1069,16,12.19,landing,1731,1022,declining
page_0001,2026-04-04,1255,21,13.36,landing,1731,1022,declining
page_0001,2026-04-05,711,11,13.05,landing,1731,1022,declining
page_0001,2026-04-06,1018,10,14.42,landing,1731,1022,declining
page_0001,2026-04-07,1098,20,13.23,landing,1731,1022,declining
page_0001,2026-04-08,809,10,14.37,landing,1731,1022,declining
page_0001,2026-04-09,949,10,12.73,landing,1731,1022,declining
page_0001,2026-04-10,957,10,13.77,landing,1731,1022,declining
page_0001,2026-04-11,948,10,13.64,landing,1731,1022,declining
page_0001,2026-04-12,975,14,12.95,landing,1731,1022,declining
page_0001,2026-04-13,1104,14,13.61,landing,1731,1022,declining
page_0001,2026-04-14,1094,14,14.25,landing,1731,1022,declining
page_0001,2026-04-15,871,14,13.36,landing,1731,1022,declining
page_0001,2026-04-16,1184,18,12.56,landing,1731,1022,declining
page_0001,2026-04-17,1024,14,13.6,landing,1731,1022,declining
page_0001,2026-04-18,1246,19,13.09,landing,1731,1022,declining
page_0001,2026-04-19,973,16,13.45,landing,1731,1022,declining
page_0001,2026-04-20,928,8,13.64,landing,1731,1022,declining
page_0001,2026-04-21,907,12,12.69,landing,1731,1022,declining
page_0001,2026-04-22,1214,11,12.77,landing,1731,1022,declining
page_0001,2026-04-23,1029,14,14.06,landing,1731,1022,declining
page_0001,2026-04-24,903,13,13.48,landing,1731,1022,declining
page_0001,2026-04-25,1113,21,12.28,landing,1731,1022,declining
page_0001,2026-04-26,911,15,14.32,landing,1731,1022,declining
page_0001,2026-04-27,832,11,14.04,landing,1731,1022,declining
page_0001,2026-04-28,932,12,13.47,landing,1731,1022,declining
page_0001,2026-04-29,854,13,13.14,landing,1731,1022,declining
page_0001,2026-04-30,933,11,14.46,landing,1731,1022,declining
page_0001,2026-05-01,956,13,14.19,landing,1731,1022,declining
page_0001,2026-05-02,1003,14,15.44,landing,1731,1022,declining
page_0001,2026-05-03,968,11,14.29,landing,1731,1022,declining
page_0001,2026-05-04,656,10,14.3,landing,1731,1022,declining
page_0001,2026-05-05,878,13,13.99,landing,1731,1022,declining
page_0001,2026-05-06,725,7,14.61,landing,1731,1022,declining
page_0001,2026-05-07,722,10,14.52,landing,1731,1022,declining
page_0001,2026-05-08,916,12,14.92,landing,1731,1022,declining
page_0001,2026-05-09,941,13,13.89,landing,1731,1022,declining
page_0001,2026-05-10,815,9,13.96,landing,1731,1022,declining
page_0001,2026-05-11,908,10,13.96,landing,1731,1022,declining
page_0001,2026-05-12,658,7,14.75,landing,1731,1022,declining
page_0001,2026-05-13,755,10,15.2,landing,1731,1022,declining
page_0001,2026-05-14,783,9,14.06,landing,1731,1022,declining
page_0001,2026-05-15,885,13,14.1,landing,1731,1022,declining
page_0001,2026-05-16,929,9,14.57,landing,1731,1022,declining
page_0001,2026-05-17,754,10,14.27,landing,1731,1022,declining
page_0001,2026-05-18,866,11,15.01,landing,1731,1022,declining
page_0001,2026-05-19,762,16,13.12,landing,1731,1022,declining
page_0001,2026-05-20,592,6,14.0,landing,1731,1022,declining
page_0001,2026-05-21,621,10,14.05,landing,1731,1022,declining
page_0001,2026-05-22,857,13,13.16,landing,1731,1022,declining
page_0001,2026-05-23,843,12,14.0,landing,1731,1022,declining
page_0001,2026-05-24,816,11,14.05,landing,1731,1022,declining
page_0001,2026-05-25,764,10,14.51,landing,1731,1022,declining
page_0001,2026-05-26,748,9,15.32,landing,1731,1022,declining
page_0001,2026-05-27,821,12,14.53,landing,1731,1022,declining
page_0001,2026-05-28,677,8,14.09,landing,1731,1022,declining
page_0001,2026-05-29,710,10,14.7,landing,1731,1022,declining
page_0001,2026-05-30,724,8,15.39,landing,1731,1022,declining
page_0001,2026-05-31,823,11,14.2,landing,1731,1022,declining
page_0001,2026-06-01,848,9,14.27,landing,1731,1022,declining
page_0001,2026-06-02,664,9,15.18,landing,1731,1022,declining
page_0001,2026-06-03,496,8,14.74,landing,1731,1022,declining
page_0001,2026-06-04,598,7,15.29,landing,1731,1022,declining
page_0001,2026-06-05,714,8,14.92,landing,1731,1022,declining
page_0001,2026-06-06,747,7,15.37,landing,1731,1022,declining
page_0001,2026-06-07,726,9,14.36,landing,1731,1022,declining
page_0001,2026-06-08,712,6,15.0,landing,1731,1022,declining
page_0001,2026-06-09,648,6,14.91,landing,1731,1022,declining
page_0001,2026-06-10,766,11,14.33,landing,1731,1022,declining
page_0001,2026-06-11,662,11,14.15,landing,1731,1022,declining
page_0001,2026-06-12,683,11,15.52,landing,1731,1022,declining
page_0001,2026-06-13,812,9,14.93,landing,1731,1022,declining
page_0001,2026-06-14,598,9,14.55,landing,1731,1022,declining
page_0001,2026-06-15,711,9,15.14,landing,1731,1022,declining
page_0001,2026-06-16,653,7,15.9,landing,1731,1022,declining
page_0001,2026-06-17,640,9,13.88,landing,1731,1022,declining
page_0001,2026-06-18,822,11,14.38,landing,1731,1022,declining
page_0001,2026-06-19,675,8,14.75,landing,1731,1022,declining
page_0001,2026-06-20,917,9,16.2,landing,1731,1022,declining
page_0001,2026-06-21,682,6,15.52,landing,1731,1022,declining
page_0001,2026-06-22,550,4,15.84,landing,1731,1022,declining
page_0001,2026-06-23,622,8,14.72,landing,1731,1022,declining
page_0001,2026-06-24,543,6,14.76,landing,1731,1022,declining
page_0001,2026-06-25,601,6,15.73,landing,1731,1022,declining
page_0001,2026-06-26,730,8,15.52,landing,1731,1022,declining
page_0001,2026-06-27,749,9,15.84,landing,1731,1022,declining
page_0001,2026-06-28,620,8,15.43,landing,1731,1022,declining
page_0001,2026-06-29,694,7,15.74,landing,1731,1022,declining
page_0002,2026-01-01,334,2,18.03,blog,2189,889,stable
page_0002,2026-01-02,513,5,17.99,blog,2189,889,stable
page_0002,2026-01-03,479,5,17.01,blog,2189,889,stable
page_0002,2026-01-04,470,4,18.09,blog,2189,889,stable
page_0002,2026-01-05,358,3,16.86,blog,2189,889,stable
page_0002,2026-01-06,406,3,17.2,blog,2189,889,stable
page_0002,2026-01-07,513,3,18.46,blog,2189,889,stable
page_0002,2026-01-08,485,3,18.18,blog,2189,889,stable
page_0002,2026-01-09,478,4,18.57,blog,2189,889,stable
page_0002,2026-01-10,450,5,17.51,blog,2189,889,stable
page_0002,2026-01-11,435,4,16.98,blog,2189,889,stable
page_0002,2026-01-12,317,2,17.53,blog,2189,889,stable
page_0002,2026-01-13,419,3,17.73,blog,2189,889,stable
page_0002,2026-01-14,455,4,17.72,blog,2189,889,stable
page_0002,2026-01-15,358,4,18.35,blog,2189,889,stable
page_0002,2026-01-16,431,3,17.46,blog,2189,889,stable
page_0002,2026-01-17,409,3,17.88,blog,2189,889,stable
page_0002,2026-01-18,404,5,17.08,blog,2189,889,stable
page_0002,2026-01-19,428,4,17.94,blog,2189,889,stable
page_0002,2026-01-20,305,3,17.68,blog,2189,889,stable
page_0002,2026-01-21,444,4,17.22,blog,2189,889,stable
page_0002,2026-01-22,481,4,17.53,blog,2189,889,stable
page_0002,2026-01-23,455,4,17.56,blog,2189,889,stable
page_0002,2026-01-24,334,2,17.51,blog,2189,889,stable
page_0002,2026-01-25,402,3,18.74,blog,2189,889,stable
page_0002,2026-01-26,489,3,17.61,blog,2189,889,stable
page_0002,2026-01-27,271,2,17.53,blog,2189,889,stable
page_0002,2026-01-28,396,4,16.41,blog,2189,889,stable
page_0002,2026-01-29,379,3,17.14,blog,2189,889,stable
page_0002,2026-01-30,514,4,17.52,blog,2189,889,stable
page_0002,2026-01-31,437,4,17.26,blog,2189,889,stable
page_0002,2026-02-01,478,3,18.5,blog,2189,889,stable
page_0002,2026-02-02,455,4,17.57,blog,2189,889,stable
page_0002,2026-02-03,496,3,18.45,blog,2189,889,stable
page_0002,2026-02-04,403,4,17.71,blog,2189,889,stable
page_0002,2026-02-05,461,3,17.7,blog,2189,889,stable
page_0002,2026-02-06,385,4,17.62,blog,2189,889,stable
page_0002,2026-02-07,543,4,17.68,blog,2189,889,stable
page_0002,2026-02-08,415,3,18.7,blog,2189,889,stable
page_0002,2026-02-09,397,4,16.28,blog,2189,889,stable
page_0002,2026-02-10,406,5,16.47,blog,2189,889,stable
page_0002,2026-02-11,336,3,17.35,blog,2189,889,stable
page_0002,2026-02-12,453,4,17.68,blog,2189,889,stable
page_0002,2026-02-13,523,5,18.09,blog,2189,889,stable
page_0002,2026-02-14,492,3,17.96,blog,2189,889,stable
page_0002,2026-02-15,369,4,17.44,blog,2189,889,stable
page_0002,2026-02-16,419,5,18.28,blog,2189,889,stable
page_0002,2026-02-17,443,4,18.29,blog,2189,889,stable
page_0002,2026-02-18,320,3,17.78,blog,2189,889,stable
page_0002,2026-02-19,384,4,18.25,blog,2189,889,stable
page_0002,2026-02-20,518,5,17.84,blog,2189,889,stable
page_0002,2026-02-21,491,3,17.34,blog,2189,889,stable
page_0002,2026-02-22,479,3,18.09,blog,2189,889,stable
page_0002,2026-02-23,521,5,17.74,blog,2189,889,stable
page_0002,2026-02-24,430,3,17.67,blog,2189,889,stable
page_0002,2026-02-25,446,4,18.56,blog,2189,889,stable
page_0002,2026-02-26,585,6,16.2,blog,2189,889,stable
page_0002,2026-02-27,457,3,16.82,blog,2189,889,stable
page_0002,2026-02-28,430,3,16.96,blog,2189,889,stable
page_0002,2026-03-01,480,2,17.46,blog,2189,889,stable
page_0002,2026-03-02,448,4,17.52,blog,2189,889,stable
page_0002,2026-03-03,381,4,16.77,blog,2189,889,stable
page_0002,2026-03-04,362,3,17.08,blog,2189,889,stable
page_0002,2026-03-05,563,6,17.16,blog,2189,889,stable
page_0002,2026-03-06,487,4,19.15,blog,2189,889,stable
page_0002,2026-03-07,434,3,18.75,blog,2189,889,stable
page_0002,2026-03-08,507,3,17.43,blog,2189,889,stable
page_0002,2026-03-09,420,4,17.46,blog,2189,889,stable
page_0002,2026-03-10,394,4,16.98,blog,2189,889,stable
page_0002,2026-03-11,441,4,16.53,blog,2189,889,stable
page_0002,2026-03-12,373,4,17.6,blog,2189,889,stable
page_0002,2026-03-13,488,4,17.07,blog,2189,889,stable
page_0002,2026-03-14,585,7,17.62,blog,2189,889,stable
page_0002,2026-03-15,482,4,16.71,blog,2189,889,stable
page_0002,2026-03-16,407,4,17.22,blog,2189,889,stable
page_0002,2026-03-17,382,2,17.76,blog,2189,889,stable
page_0002,2026-03-18,393,3,17.89,blog,2189,889,stable
page_0002,2026-03-19,428,5,17.92,blog,2189,889,stable
page_0002,2026-03-20,447,4,16.88,blog,2189,889,stable
page_0002,2026-03-21,528,5,18.19,blog,2189,889,stable
