priority_rank,page_id,action,predicted_momentum,confidence,reason_codes,avg_position_mean,position_slope,impressions_sum,ctr_actual,ctr_gap_vs_expected,content_type
28,page_0039,PRIORITY_REFRESH,declining,0.867142491477707,no_strong_signal,7.137999999999999,0.00907641011392051,18299.0,0.028690092354773485,-0.0013099076452265136,category
29,page_0192,PRIORITY_REFRESH,declining,0.8615607844631483,high_visibility_page,8.300833333333335,0.023926924145595937,38143.0,0.023883805678630417,-0.0011161943213695846,product
30,page_0089,PRIORITY_REFRESH,declining,0.8612641105148526,high_visibility_page,5.634499999999998,0.013160600166713022,54059.0,0.043822490242142846,0.0038224902421428453,blog
31,page_0129,PRIORITY_REFRESH,declining,0.8607275495223004,no_strong_signal,7.058000000000001,0.016259516532370157,10038.0,0.031081888822474597,0.0010818888224745984,product
32,page_0001,PRIORITY_REFRESH,declining,0.8577805397228134,high_visibility_page,13.12666666666667,0.02137260350097263,61953.0,0.014511000274401562,0.00011100027440156222,landing
33,page_0268,PRIORITY_REFRESH,declining,0.8549078575046917,low_visibility_page,17.573333333333334,0.030647957766046105,7571.0,0.009113723418306697,0.0007137234183066977,guide
34,page_0040,PRIORITY_REFRESH,declining,0.854202208910367,no_strong_signal,19.525666666666663,0.04077854959711033,15885.0,0.0068618193264085615,0.0008618193264085614,blog
35,page_0148,PRIORITY_REFRESH,declining,0.8460009753048534,high_visibility_page,7.040166666666665,0.01082661850514031,33133.0,0.029849394863127397,-0.00015060513687260163,landing
36,page_0235,PRIORITY_REFRESH,declining,0.8408450411786743,no_strong_signal,14.778166666666667,0.03222923034176156,25597.0,0.01187639176465992,-0.00012360823534007977,guide
37,page_0267,PRIORITY_REFRESH,declining,0.8407567039720162,low_visibility_page,21.062999999999988,0.035982772992497795,5531.0,0.00741276441873079,0.00141276441873079,product
38,page_0231,PRIORITY_REFRESH,declining,0.8348177153856072,no_strong_signal,8.74033333333333,0.022629063628785757,26049.0,0.021459556988751967,0.0014595569887519665,landing
39,page_0240,PRIORITY_REFRESH,declining,0.833837878458839,low_visibility_page,8.134000000000002,0.020644067796610214,5714.0,0.02502625131256563,2.62513125656276e-05,blog
40,page_0138,PRIORITY_REFRESH,declining,0.8299022854907595,high_visibility_page,6.743833333333334,0.016828285634898466,53429.0,0.03460667427801381,0.0046066742780138115,blog
41,page_0114,PRIORITY_REFRESH,declining,0.8270057938057155,no_strong_signal,15.061666666666662,0.02959488746874142,16067.0,0.012136677662289165,0.00013667766228916446,category
42,page_0201,PRIORITY_REFRESH,declining,0.8269622386867606,no_strong_signal,15.240833333333336,0.03014365101417056,13077.0,0.011470520761642579,-0.0005294792383574217,guide
43,page_0122,PRIORITY_REFRESH,declining,0.82626947049871,no_strong_signal,19.028166666666664,0.03787746596276746,14808.0,0.00715829281469476,-4.1707185305240105e-05,blog
44,page_0161,PRIORITY_REFRESH,declining,0.8261253593519708,low_visibility_page,20.804166666666667,0.044856071130869674,3089.0,0.0012949174490126255,-0.004705082550987375,landing
45,page_0096,PRIORITY_REFRESH,declining,0.8241437466060293,low_visibility_page,9.162166666666666,0.020136426785218042,2432.0,0.021792763157894735,0.0017927631578947348,category
46,page_0299,PRIORITY_REFRESH,declining,0.8218301982886292,low_visibility_page,5.1595,0.015655737704918068,7403.0,0.05052005943536404,0.0005200594353640398,guide
47,page_0061,PRIORITY_REFRESH,declining,0.8183301847576187,high_visibility_page,8.21,0.01243901083634342,58822.0,0.023970623236204143,-0.0010293767637958584,blog
48,page_0124,PRIORITY_REFRESH,declining,0.8144268824399431,low_visibility_page,6.220166666666666,0.0125732147818839,7120.0,0.038904494382022474,-0.0010955056179775269,landing
49,page_0128,PRIORITY_REFRESH,declining,0.8084051282147368,no_strong_signal,10.59116666666666,0.014983328702417226,13415.0,0.01699590011181513,0.0001959001118151324,guide
50,page_0202,PRIORITY_REFRESH,declining,0.8080437559390105,no_strong_signal,19.097833333333334,0.03976521255904437,12006.0,0.006913210061635849,-0.0002867899383641511,guide
51,page_0263,PRIORITY_REFRESH,declining,0.8078172219630144,low_visibility_page,11.167666666666664,0.02047179772158921,6591.0,0.016385980883022302,-0.00041401911697769647,category
52,page_0139,PRIORITY_REFRESH,declining,0.8077497403936308,no_strong_signal,19.684666666666672,0.04589719366490675,10238.0,0.006934948232076577,0.0009349482320765773,blog
53,page_0221,PRIORITY_REFRESH,declining,0.8074315132287618,low_visibility_page,8.3505,0.017945818282856418,1878.0,0.027689030883919063,0.0026890308839190614,category
54,page_0164,PRIORITY_REFRESH,declining,0.8047808786203244,no_strong_signal,18.716666666666665,0.04296026674076127,14532.0,0.007569501789154968,0.0003695017891549683,landing
55,page_0066,PRIORITY_REFRESH,declining,0.8036191461161907,low_visibility_page,19.939666666666664,0.0323223117532644,6870.0,0.007569141193595342,0.0015691411935953416,landing
56,page_0070,PRIORITY_REFRESH,declining,0.8021299442027581,low_visibility_page,15.18816666666666,0.026194776326757492,2899.0,0.012763021731631597,0.0007630217316315965,product
57,page_0006,PRIORITY_REFRESH,declining,0.7937336930312321,low_visibility_page,10.067166666666669,0.02296221172547916,3668.0,0.018538713195201745,0.0005387131952017468,blog
58,page_0004,PRIORITY_REFRESH,declining,0.7708983628835964,low_visibility_page,11.310499999999998,0.02855487635454303,8758.0,0.016556291390728478,-0.00024370860927152085,category
59,page_0297,PRIORITY_REFRESH,declining,0.7704641364987439,no_strong_signal,12.430833333333334,0.013129480411225357,13543.0,0.014620098944103965,-0.0009799010558960344,product
60,page_0087,PRIORITY_REFRESH,declining,0.7697297041597033,low_visibility_page,12.189333333333337,0.020956932481244816,4768.0,0.015310402684563759,-0.00028959731543624044,product
61,page_0215,PRIORITY_REFRESH,declining,0.7620552488174177,low_visibility_page,10.04583333333333,0.02283828841344808,1935.0,0.022739018087855296,0.004739018087855297,category
62,page_0023,PRIORITY_REFRESH,declining,0.7581708936826851,low_visibility_page,9.721166666666667,0.019337871631008665,4491.0,0.018704074816299265,0.0007040748162992667,landing
63,page_0288,PRIORITY_REFRESH,declining,0.7542084555677622,low_visibility_page,18.53100000000001,0.03543762156154495,2703.0,0.001849796522382538,-0.005350203477617462,category
64,page_0245,PRIORITY_REFRESH,declining,0.7530724838931511,no_strong_signal,20.146333333333327,0.048117254792998006,24949.0,0.006252755621467794,0.00025275562146779423,guide
65,page_0034,PRIORITY_REFRESH,declining,0.7422562722707423,low_visibility_page,22.13483333333334,0.047097804945818264,5759.0,0.006251085257857267,0.00025108525785726664,category
66,page_0060,PRIORITY_REFRESH,declining,0.7213499954716355,low_visibility_page,12.823,0.013538205056960174,5193.0,0.01405738494126709,-0.00034261505873291014,blog
67,page_0065,PRIORITY_REFRESH,declining,0.7212445608888985,low_visibility_page,21.706500000000002,0.04907779938871914,5151.0,0.0054358377014172,-0.0005641622985828,category
68,page_0212,PRIORITY_REFRESH,declining,0.7119146334617845,low_visibility_page,7.898333333333336,0.011902195054181663,5822.0,0.0249055307454483,-9.446925455170244e-05,product
69,page_0147,PRIORITY_REFRESH,declining,0.7084872461658586,low_visibility_page,6.333499999999997,0.011333425951653252,2026.0,0.03356367226061204,-0.006436327739387959,category
70,page_0254,PRIORITY_REFRESH,declining,0.6953977447682322,low_visibility_page,7.04466666666667,0.008300639066407312,2113.0,0.031235210601041175,0.0012352106010411756,category
71,page_0280,PRIORITY_REFRESH,declining,0.694228041785071,low_visibility_page,6.207833333333336,0.007384551264240074,8877.0,0.03875183057339191,-0.0012481694266080895,product
72,page_0071,PRIORITY_REFRESH,declining,0.6528023864518003,no_strong_signal,8.359166666666665,0.01307001944984728,13221.0,0.022993722108766358,-0.002006277891233643,product
73,page_0115,PRIORITY_REFRESH,declining,0.6404971742618739,high_visibility_page,5.029000000000001,0.007121978327313227,35022.0,0.052909599680201015,0.0029095996802010124,product
74,page_0287,PRIORITY_REFRESH,declining,0.6389285671841674,low_visibility_page,15.825000000000001,0.04040900250069467,4925.0,0.012385786802030457,0.0015857868020304582,landing
75,page_0175,PRIORITY_REFRESH,declining,0.6195760826904209,low_visibility_page,19.56183333333333,0.04257821617115866,2566.0,0.000779423226812159,-0.005220576773187841,guide
76,page_0214,PRIORITY_REFRESH,declining,0.6159531720039308,low_visibility_page,20.87516666666667,0.044203667685468226,2538.0,0.0,-0.006,blog
77,page_0239,PRIORITY_REFRESH,declining,0.5769000460060865,low_visibility_page,19.601499999999998,0.03747179772158962,2118.0,0.0,-0.006,product
78,page_0055,PRIORITY_REFRESH,declining,0.5616787291962115,low_visibility_page,20.81133333333333,0.04715532092247861,3397.0,0.0,-0.006,guide
79,page_0229,PRIORITY_REFRESH,declining,0.5458305239983285,low_visibility_page,10.429499999999997,0.018389830508474595,3384.0,0.01773049645390071,-0.0002695035460992881,landing
80,page_0154,PROTECT,growing,0.9777473443336333,high_visibility_page,11.73366666666667,-0.029545429285912767,41346.0,0.015261452135635853,-0.00033854786436414604,category
81,page_0195,PROTECT,growing,0.9756714122973574,high_visibility_page,12.15116666666667,-0.02052042233953887,34140.0,0.01479203280609256,-0.0008079671939074384,guide
82,page_0276,PROTECT,growing,0.9754121656547581,high_visibility_page,13.312333333333335,-0.0305312586829676,74585.0,0.01390359991955487,-0.000496400080445129,landing
83,page_0203,PROTECT,growing,0.9743186679438351,high_visibility_page,12.877333333333329,-0.035464295637677126,68542.0,0.014414519564646493,1.4519564646493788e-05,product
84,page_0053,PROTECT,growing,0.971506308690781,high_visibility_page,12.146499999999994,-0.0283398166157265,151303.0,0.015934912063871834,0.0003349120638718346,guide
85,page_0162,PROTECT,growing,0.9710303123471421,high_visibility_page,7.961833333333333,-0.02369574881911637,41752.0,0.025435907261927574,0.00043590726192757265,product
86,page_0218,PROTECT,growing,0.9709095327589611,high_visibility_page,9.791500000000001,-0.022692136704640053,76646.0,0.018813767189416276,0.0008137671894162778,product
87,page_0031,PROTECT,growing,0.9706341529571036,high_visibility_page,11.203,-0.020758544040011196,80909.0,0.01663597374828511,-0.00016402625171488966,guide
88,page_0251,PROTECT,growing,0.9691800651089784,high_visibility_page,11.896666666666665,-0.032206724090024993,40384.0,0.015402139461172741,-0.0001978605388272582,blog
89,page_0262,PROTECT,growing,0.9679364608778845,high_visibility_page,11.41566666666667,-0.030948041122534124,46108.0,0.01650472802984298,-0.0002952719701570204,guide
90,page_0183,PROTECT,growing,0.9673976323591973,high_visibility_page,13.154666666666662,-0.030970825229230392,66579.0,0.0141486054161222,-0.0002513945838777988,landing
91,page_0063,PROTECT,growing,0.9655274809549994,high_visibility_page,9.3075,-0.024732703528758036,104509.0,0.019854749351730473,-0.00014525064826952788,category
92,page_0057,PROTECT,growing,0.9613400345856156,high_visibility_page,8.780166666666666,-0.022488746874131507,34045.0,0.02120722573065061,0.0012072257306506087,landing
93,page_0049,PROTECT,growing,0.9610853184403118,high_visibility_page,11.552166666666666,-0.03405084745762711,50998.0,0.016510451390250598,0.0009104513902505988,guide
94,page_0273,PROTECT,growing,0.9608670516499263,high_visibility_page,7.282500000000002,-0.022767713253681498,33802.0,0.029584048281166796,-0.0004159517188332025,product
95,page_0130,PROTECT,growing,0.9588056124584657,high_visibility_page,13.433499999999993,-0.03809641567101968,47346.0,0.013813204916994044,-0.0005867950830059556,category
96,page_0223,PROTECT,growing,0.9525855696432965,high_visibility_page,8.224166666666665,-0.024597110308419042,44421.0,0.024943157515589474,-5.684248441052697e-05,category
97,page_0112,PROTECT,growing,0.950991433199916,high_visibility_page,7.297166666666668,-0.022942206168380122,36246.0,0.029272195552612703,-0.0007278044473872959,landing
98,page_0024,PROTECT,growing,0.9485813945205056,high_visibility_page,3.9550000000000023,-0.015494303973325947,56888.0,0.07346013218956546,0.0034601321895654513,blog
99,page_0117,PROTECT,growing,0.9475399577805952,high_visibility_page,9.961000000000002,-0.02568268963600996,48689.0,0.01829982131487605,0.00029982131487605104,guide
100,page_0041,PROTECT,growing,0.9475367715837464,high_visibility_page,11.104333333333338,-0.024998055015282104,117115.0,0.016274601887034112,-0.0005253981129658865,blog
101,page_0266,PROTECT,growing,0.9469929198040258,high_visibility_page,14.222166666666665,-0.030807724367879884,45438.0,0.013226814560500021,2.68145605000214e-05,category
102,page_0256,PROTECT,growing,0.9448137592337906,high_visibility_page,13.768666666666668,-0.03349541539316465,43610.0,0.013506076587938546,0.0003060765879385457,blog
103,page_0051,PROTECT,growing,0.9365017200871654,high_visibility_page,14.10983333333333,-0.03646485134759646,43127.0,0.013355902334964176,0.00015590233496417562,guide
104,page_0038,PROTECT,growing,0.9266422257229704,high_visibility_page,7.118500000000001,-0.026531536537927187,44739.0,0.029795033416035226,-0.00020496658396477324,landing
105,page_0315,PROTECT,growing,0.9155766141985902,high_visibility_page,3.430333333333332,-0.010769102528480144,35675.0,0.09149264190609671,-0.008507358093903294,landing
106,page_0135,PROTECT,growing,0.8492890347906219,high_visibility_page,4.028833333333334,-0.008549319255348735,33343.0,0.07014965659958612,0.00014965659958611488,blog
107,page_0286,PROTECT,growing,0.8094959974877818,high_visibility_page,5.757499999999998,-0.00798805223673241,76576.0,0.04255902632678646,0.002559026326786458,landing
108,page_0246,PROTECT,growing,0.7568650680353659,high_visibility_page,13.131666666666662,-0.009148652403445324,75061.0,0.014748004955969144,0.00034800495596914484,category
109,page_0076,PROTECT,growing,0.6368547927031523,high_visibility_page,3.259833333333334,-0.0037429841622673076,65937.0,0.09613722189362574,-0.0038627781063742678,product
110,page_0094,PROTECT,growing,0.5805257283841798,high_visibility_page,5.869166666666668,-0.005398999722145004,257986.0,0.04242865891947625,0.0024286589194762523,category
111,page_0278,PROTECT,growing,0.5596638311604949,high_visibility_page,8.051666666666668,-0.007323145318143938,37560.0,0.025,0.0,landing
112,page_0104,MONITOR,growing,0.9800705928683732,no_strong_signal,12.986333333333333,-0.029863295359822125,32999.0,0.0143640716385345,-3.59283614654992e-05,product
113,page_0133,MONITOR,growing,0.9745668379838236,no_strong_signal,10.10533333333333,-0.026278966379549854,15184.0,0.018177028451001054,0.00017702845100105516,landing
114,page_0309,MONITOR,growing,0.9730060056648125,no_strong_signal,8.3165,-0.02301778271742148,31931.0,0.024396354639691836,-0.0006036453603081651,guide
115,page_0022,MONITOR,growing,0.9718991429745616,no_strong_signal,11.130500000000003,-0.03261822728535706,22811.0,0.016658629608522203,-0.0001413703914777964,guide
116,page_0226,MONITOR,growing,0.9712690173576345,no_strong_signal,10.3205,-0.022950541817171478,31154.0,0.01752583937857097,-0.00047416062142902754,category
117,page_0012,MONITOR,growing,0.9709089251241291,no_strong_signal,10.121500000000003,-0.02419922200611277,15613.0,0.018189969896880806,0.00018996989688080737,category
118,page_0317,MONITOR,growing,0.9701428856610573,no_strong_signal,7.950833333333334,-0.01491108641289248,28694.0,0.0259287655955949,0.0009287655955948979,blog
119,page_0182,MONITOR,growing,0.9694894099055504,no_strong_signal,12.358833333333333,-0.026602667407613273,32455.0,0.015159451548297643,-0.00044054845170235675,landing
120,page_0242,MONITOR,growing,0.969152810989537,no_strong_signal,11.017999999999999,-0.035476521255904385,17968.0,0.017586821015138022,0.0007868210151380228,blog
121,page_0017,MONITOR,growing,0.9687348585212086,no_strong_signal,9.873999999999999,-0.034514031675465524,14687.0,0.01851977939674542,0.0005197793967454227,landing
122,page_0249,MONITOR,growing,0.9677842282997382,no_strong_signal,12.297333333333333,-0.03434231731036402,29424.0,0.015259651984774334,-0.0003403480152256652,landing
123,page_0302,MONITOR,growing,0.96689233181142,no_strong_signal,10.278166666666666,-0.015759099749930304,18012.0,0.01765489673550966,-0.00034510326449033873,category
124,page_0074,MONITOR,growing,0.9668193324219131,no_strong_signal,12.516333333333327,-0.027729369269241452,21336.0,0.015138732658417697,0.0007387326584176977,guide
125,page_0269,MONITOR,growing,0.9628545851325834,no_strong_signal,8.754,-0.019345373714920813,13265.0,0.022691292875989446,0.0026912928759894456,guide
126,page_0243,MONITOR,growing,0.9620919695882869,no_strong_signal,6.006666666666669,-0.014204501250347317,18969.0,0.03890558279297802,-0.0010944172070219832,landing
127,page_0029,MONITOR,growing,0.9618267738031161,no_strong_signal,10.92233333333333,-0.03124590163934432,22723.0,0.01729525150728337,0.0004952515072833702,blog
128,page_0177,MONITOR,growing,0.9587656043886517,no_strong_signal,9.877666666666666,-0.02123867741039175,13181.0,0.018056293149229952,5.629314922995371e-05,blog
129,page_0298,MONITOR,growing,0.9560837540791037,no_strong_signal,7.288333333333332,-0.01783273131425396,20362.0,0.02976132010607995,-0.00023867989392004768,guide
130,page_0189,MONITOR,growing,0.9532878245521083,no_strong_signal,11.125000000000004,-0.03146151708808,19058.0,0.017315563018155105,0.000515563018155106,guide
131,page_0125,MONITOR,growing,0.9516101264841058,no_strong_signal,6.009166666666671,-0.01515671019727704,32185.0,0.04210035730930558,0.0021003573093055783,landing
132,page_0035,MONITOR,growing,0.9504556561630072,no_strong_signal,14.069333333333333,-0.032202834120589025,16778.0,0.013648825843366312,0.00044882584336631247,landing
133,page_0220,MONITOR,growing,0.948822172053206,no_strong_signal,14.186500000000004,-0.0288738538482913,18200.0,0.013296703296703297,9.670329670329741e-05,category
134,page_0166,MONITOR,growing,0.9481012176865005,low_visibility_page,11.625499999999997,-0.02995971103084196,7485.0,0.015898463593854377,0.0002984635938543777,guide
135,page_0092,MONITOR,growing,0.9476409628923903,no_strong_signal,4.605500000000002,-0.012568213392609027,16463.0,0.057887383830407584,0.00788738383040758,guide
136,page_0027,MONITOR,growing,0.9428420860205373,no_strong_signal,4.509333333333331,-0.012726312864684595,27663.0,0.060875537721866754,0.010875537721866751,guide
137,page_0099,MONITOR,growing,0.942585893680215,no_strong_signal,9.715666666666667,-0.019223673242567248,18742.0,0.018407854017714224,0.0004078540177142251,blog
138,page_0145,MONITOR,growing,0.9414312836425607,no_strong_signal,14.369833333333329,-0.035044456793553745,19075.0,0.012791612057667103,-0.0004083879423328971,landing
139,page_0101,MONITOR,growing,0.9404071484387143,no_strong_signal,4.227999999999999,-0.013882189497082498,15667.0,0.06842407608348759,-0.0015759239165124145,category
140,page_0083,MONITOR,growing,0.9398748827308803,no_strong_signal,8.745000000000001,-0.019018616282300574,9073.0,0.021712774165105257,0.001712774165105256,guide
141,page_0170,MONITOR,growing,0.9395099524948755,no_strong_signal,9.969333333333333,-0.025386496248958033,9544.0,0.017812238055322716,-0.0001877619446772824,landing
142,page_0100,MONITOR,growing,0.9376516642120579,no_strong_signal,3.6250000000000013,-0.017619338705195907,10296.0,0.08848096348096349,0.01848096348096348,category
143,page_0121,MONITOR,growing,0.9372187943752708,no_strong_signal,6.698833333333335,-0.02515726590719646,26319.0,0.03586762414985372,0.0058676241498537215,guide
144,page_0174,MONITOR,stable,0.9336216777137492,no_strong_signal,17.274833333333333,-0.0027738260627953202,17109.0,0.009410251914197205,-0.0001897480858027937,guide
145,page_0211,MONITOR,growing,0.932752351557727,no_strong_signal,9.872666666666664,-0.024404001111419885,18523.0,0.018787453436268423,0.0007874534362684246,blog
146,page_0232,MONITOR,growing,0.93194492566049,no_strong_signal,4.6593333333333335,-0.011874965268129999,10729.0,0.05760089477118091,0.007600894771180908,guide
147,page_0241,MONITOR,growing,0.9318969053043981,no_strong_signal,5.373833333333334,-0.015606279522089506,27190.0,0.04847370356748805,-0.0015262964325119532,guide
148,page_0042,MONITOR,stable,0.9309947938503137,no_strong_signal,15.193333333333333,0.0005857182550709704,10262.0,0.012375755213408692,0.00037575521340869195,landing
149,page_0033,MONITOR,stable,0.9308997564101755,no_strong_signal,13.033333333333331,-0.0028191164212279913,17146.0,0.013939111162953459,-0.00046088883704654103,category
150,page_0028,MONITOR,stable,0.9271399805210376,no_strong_signal,12.234333333333332,-0.001343706585162482,13594.0,0.015153744298955421,-0.00044625570104457786,category
151,page_0131,MONITOR,growing,0.927081003354563,low_visibility_page,7.551000000000001,-0.017078632953598287,5949.0,0.028240040342914774,0.0032400403429147726,landing
152,page_0086,MONITOR,stable,0.9270027331325781,no_strong_signal,10.044666666666668,0.0017238121700471512,16517.0,0.018344735726826905,0.0003447357268269065,product
153,page_0238,MONITOR,stable,0.9268691518343841,no_strong_signal,15.154666666666667,0.0020950263962212666,14485.0,0.012012426648256818,1.2426648256817427e-05,guide
154,page_0142,MONITOR,growing,0.9264680414767762,no_strong_signal,4.2465,-0.011167824395665472,19300.0,0.06621761658031088,-0.003782383419689131,blog
155,page_0118,MONITOR,stable,0.9218129733600958,no_strong_signal,12.16783333333333,0.0029366490691859664,15914.0,0.014955385195425412,-0.0006446148045745875,category
156,page_0018,MONITOR,stable,0.9200091678873453,no_strong_signal,19.69333333333333,-0.0027768824673519515,11629.0,0.006105426089947545,0.00010542608994754468,category
157,page_0016,MONITOR,stable,0.9193562026026101,no_strong_signal,15.538833333333333,0.006415948874687404,14245.0,0.010951210951210951,0.0001512109512109526,guide
158,page_0283,MONITOR,stable,0.9174350873219155,no_strong_signal,18.876666666666665,0.0027040844679078334,12646.0,0.006958722125573304,-0.0002412778744266958,product
159,page_0181,MONITOR,stable,0.917218242852719,no_strong_signal,11.082500000000003,-0.0014506807446512655,9877.0,0.01609800546724714,-0.0007019945327528601,product
160,page_0123,MONITOR,stable,0.916723626383755,no_strong_signal,13.147333333333338,-0.0032247846624061964,15723.0,0.014755453793805254,0.00035545379380525453,blog
161,page_0102,MONITOR,stable,0.915465338085527,no_strong_signal,13.409666666666672,0.0005773826062794915,24013.0,0.01386748844375963,-0.0005325115562403691,blog
162,page_0208,MONITOR,stable,0.9145131077836371,impressions_up_clicks_flat,10.955499999999999,0.0007899416504585094,16381.0,0.017092973566937307,0.00029297356693730806,guide
163,page_0279,MONITOR,stable,0.9142328969966055,impressions_up_clicks_flat,13.10866666666667,0.00018005001389265332,13492.0,0.014230655203083309,-0.00016934479691669072,guide
164,page_0132,MONITOR,stable,0.9139076886666527,impressions_up_clicks_flat,19.8255,-0.002149763823284276,13796.0,0.006306175703102349,0.0003061757031023486,landing
165,page_0127,MONITOR,growing,0.9124084782084765,low_visibility_page,6.268333333333334,-0.017474854126146168,5592.0,0.039163090128755365,-0.0008369098712446357,landing
166,page_0075,MONITOR,stable,0.9122259724698654,high_visibility_page,20.8905,0.0002420116699084435,54484.0,0.005818221863299318,-0.00018177813670068252,product
167,page_0043,MONITOR,stable,0.9098897131751235,no_strong_signal,14.539333333333333,-0.004132258960822407,18683.0,0.011828935395814377,-0.0001710646041856237,guide
168,page_0097,MONITOR,stable,0.9060310577631505,impressions_up_clicks_flat,8.018166666666666,0.002243123089747206,23970.0,0.025406758448060077,0.00040675844806007527,guide
169,page_0248,MONITOR,stable,0.9058159803533844,impressions_up_clicks_flat,9.460666666666667,0.001240344540150059,18001.0,0.01877673462585412,-0.001223265374145882,landing
170,page_0157,MONITOR,growing,0.9054694440641974,no_strong_signal,4.028166666666667,-0.009736871353153643,11784.0,0.07544127630685675,0.005441276306856743,guide
171,page_0237,MONITOR,stable,0.9052590288060421,impressions_up_clicks_flat,15.885166666666667,-0.0023953876076687535,10018.0,0.011080055899381115,0.000280055899381116,category
172,page_0210,MONITOR,stable,0.9050872417372479,high_visibility_page,22.94216666666667,0.0024103917754929997,52712.0,0.006222492032174837,0.00022249203217483693,landing
